year,state,legal1820,dtype,agegr,count,pop,age,legal,beertaxa,beerpercap,winepercap,spiritpercap,totpercap,mrate
1993,11,0,all,15-17 yrs,65,15376,16.007025,0,.062283739,1.51,.73000002,1.54,3.78,422.73672
1994,11,0,all,15-17 yrs,54,15389,16.005264,0,.060728747,1.5,.74000001,1.52,3.76,350.89999
1995,11,0,all,15-17 yrs,55,15429,15.991769,0,.059055123,1.51,.72000003,1.52,3.74,356.47159
1996,11,0,all,15-17 yrs,47,15023,16.029089,0,.057361383,1.42,.74000001,1.47,3.6300001,312.85364
1970,12,0,all,15-17 yrs,408,359545,15.975886,0,.82474226,1.09,.30000001,1.52,2.9000001,113.47675
1971,12,0,all,15-17 yrs,435,386471,15.983965,0,.79012346,1.1799999,.33000001,1.52,3.03,112.55696
1972,12,0,all,15-17 yrs,482,410250,15.981915,0,.76555026,1.25,.33000001,1.52,3.0999999,117.48933
1973,12,.50410956,all,15-17 yrs,548,435923,15.987631,0,.72072071,1.33,.34,1.5599999,3.24,125.71027
1974,12,1,all,15-17 yrs,456,457742,15.998842,0,.64908719,1.38,.31999999,1.52,3.22,99.619438
1975,12,1,all,15-17 yrs,460,465242,15.998343,0,.59479553,1.38,.34,1.47,3.1900001,98.873276
1976,12,1,all,15-17 yrs,389,468194,15.996151,0,.56239015,1.35,.36000001,1.46,3.1700001,83.08522
1977,12,1,all,15-17 yrs,400,469667,16.002504,0,.66006601,1.33,.33000001,1.47,3.1300001,85.166725
1978,12,1,all,15-17 yrs,412,471161,16.010172,0,.61349696,1.41,.34,1.48,3.23,87.443573
1979,12,1,all,15-17 yrs,428,473759,16.009209,0,.55096424,1.47,.37,1.51,3.3399999,90.341293
1980,12,.91914165,all,15-17 yrs,465,482560,16.019209,0,.48543689,1.42,.37,1.4299999,3.22,96.361076
1981,12,.67523211,all,15-17 yrs,430,475462,16.041306,0,.44004402,1.55,.38999999,1.38,3.3099999,90.438354
1982,12,.67583317,all,15-17 yrs,382,460090,16.042227,0,.41450778,1.5599999,.40000001,1.33,3.29,83.027237
1983,12,.68552709,all,15-17 yrs,336,445870,16.032902,0,.64257026,1.5599999,.40000001,1.23,3.1900001,75.358292
1984,12,.6951021,all,15-17 yrs,330,445062,16.017275,0,.61597687,1.48,.40000001,1.24,3.1199999,74.146973
1985,12,.6483528,all,15-17 yrs,342,454686,15.998746,0,.59479553,1.47,.41,1.16,3.04,75.216743
1986,12,.34667915,all,15-17 yrs,397,474927,15.995079,0,.58394158,1.5,.41,1.05,2.96,83.591797
1987,12,.042418942,all,15-17 yrs,380,482185,16.028313,0,.5633803,1.51,.41999999,1.03,2.95,78.80793
1988,12,0,all,15-17 yrs,459,476074,16.056871,0,.54099745,1.51,.41,1,2.9200001,96.413582
1989,12,0,all,15-17 yrs,362,458107,16.041872,0,.51612902,1.51,.38999999,1,2.9000001,79.020844
1990,12,0,all,15-17 yrs,349,464132,16.000237,0,.48967099,1.54,.38999999,1.04,2.96,75.194122
1991,12,0,all,15-17 yrs,339,461056,16.005672,0,.46989721,1.4299999,.34,.92000002,2.6900001,73.526863
1992,12,0,all,15-17 yrs,305,469921,15.995872,0,.45616534,1.45,.34,.95999998,2.75,64.904526
1993,12,0,all,15-17 yrs,345,480257,15.980439,0,.44290656,1.4400001,.33000001,.92000002,2.6800001,71.83654
1994,12,0,all,15-17 yrs,359,498282,15.98441,0,.43184885,1.4,.33000001,.87,2.5999999,72.047554
1995,12,0,all,15-17 yrs,327,516526,15.972019,0,.4199475,1.34,.34999999,.81999999,2.5,63.30756
1996,12,0,all,15-17 yrs,329,535575,15.976797,0,.40790313,1.36,.37,.81,2.54,61.429306
1970,13,0,all,15-17 yrs,334,271635,15.980168,0,.83139342,.79000002,.14,1.02,1.95,122.95912
1971,13,0,all,15-17 yrs,322,283575,15.98703,0,.79649538,.86000001,.12,1.08,2.0699999,113.55021
1972,13,.50410956,all,15-17 yrs,312,293002,15.985468,0,.77172405,.89999998,.16,1.12,2.1800001,106.48392
1973,13,1,all,15-17 yrs,330,299916,15.992611,0,.72653294,.93000001,.16,1.02,2.1099999,110.03081
1974,13,1,all,15-17 yrs,353,305569,15.999561,0,.65432179,.99000001,.15000001,1.09,2.23,115.52219
1975,13,1,all,15-17 yrs,278,307024,15.997355,0,.59959227,.97000003,.17,1.16,2.3,90.546669
1976,13,1,all,15-17 yrs,262,309315,15.99871,0,.56692553,.99000001,.18000001,1.23,2.3900001,84.703293
1977,13,1,all,15-17 yrs,333,311595,16.00148,0,.53231132,1.08,.16,1.23,2.47,106.86949
1978,13,1,all,15-17 yrs,265,312899,16.003601,0,.4947556,1.14,.19,1.26,2.5899999,84.691864
1979,13,1,all,15-17 yrs,311,315841,16.001257,0,.44432595,1.17,.19,1.22,2.5799999,98.46727
1980,13,.89153111,all,15-17 yrs,266,313673,16.011566,0,.39148134,1.0700001,.19,1.09,2.3499999,84.801689
1981,13,.67715061,all,15-17 yrs,260,305506,16.027613,0,.35487419,1.1,.18000001,1.09,2.3800001,85.104713
1982,13,.67744994,all,15-17 yrs,242,295010,16.029911,0,.33428046,1.12,.20999999,1.04,2.3699999,82.03112
1983,13,.68257636,all,15-17 yrs,221,285094,16.021551,0,.32387614,1.14,.22,1.05,2.4200001,77.518295
1984,13,.6906901,all,15-17 yrs,236,284042,16.004534,0,.31047222,1.1799999,.23,1.0599999,2.48,83.086304
1985,13,.57636887,all,15-17 yrs,232,289967,15.987957,0,.29979613,1.17,.25,1.01,2.4300001,80.009102
1986,13,.23116761,all,15-17 yrs,251,301528,15.985404,0,.29432541,1.22,.27000001,.94999999,2.4300001,83.242683
1987,13,0,all,15-17 yrs,273,304402,16.017021,0,.28396183,1.22,.27000001,1,2.49,89.684036
1988,13,0,all,15-17 yrs,279,300066,16.04394,0,.27268016,1.22,.25999999,.92000002,2.4000001,92.979546
1989,13,0,all,15-17 yrs,251,287674,16.03108,0,.26014566,1.1799999,.23999999,.94,2.3699999,87.251541
1990,13,0,all,15-17 yrs,219,281711,16.015726,0,.24680997,1.22,.23,.86000001,2.3099999,77.739243
1991,13,0,all,15-17 yrs,232,278126,16.019722,0,.23684335,1.16,.22,.77999997,2.1700001,83.415428
1992,13,0,all,15-17 yrs,244,283244,16.004398,0,.22992204,1.22,.20999999,.79000002,2.23,86.144806
1993,13,0,all,15-17 yrs,213,290049,15.987026,0,.2232392,1.23,.2,.76999998,2.2,73.435867
1994,13,0,all,15-17 yrs,226,301543,15.996697,0,.21766575,1.17,.2,.76999998,2.1400001,74.947853
1995,13,0,all,15-17 yrs,255,313886,15.986281,0,.21166709,1.2,.22,.70999998,2.1300001,81.239685
1996,13,0,all,15-17 yrs,280,323983,15.996586,0,.20559633,1.22,.23999999,.69999999,2.1600001,86.424286
1970,15,0,all,15-17 yrs,36,44264,15.990128,0,,1.11,.25,1.12,2.48,81.3302
1971,15,0,all,15-17 yrs,36,47061,15.994157,0,,1.15,.37,.93000001,2.45,76.49646
1972,15,.83835614,all,15-17 yrs,28,49061,15.997452,0,,1.2,.27000001,1.0599999,2.52,57.071808
1973,15,1,all,15-17 yrs,23,50121,16.005426,0,,1.25,.31999999,1.25,2.8199999,45.88895
1974,15,1,all,15-17 yrs,44,51313,16.008808,0,,1.33,.33000001,1.3099999,2.98,85.748253
1975,15,1,all,15-17 yrs,23,51559,16.007816,0,,1.5,.34999999,1.3,3.1500001,44.609089
1976,15,1,all,15-17 yrs,45,52070,16.011829,0,,1.5,.38999999,1.3,3.1900001,86.422127
1977,15,1,all,15-17 yrs,24,51961,16.006485,0,,1.61,.36000001,1.26,3.23,46.188488
1978,15,1,all,15-17 yrs,33,51318,16.005651,0,,1.38,.46000001,1.3,3.1500001,64.304924
1979,15,1,all,15-17 yrs,29,51209,16.007616,0,,1.6,.44,1.28,3.3199999,56.630669
1980,15,1,all,15-17 yrs,26,49619,16.019066,0,,1.65,.46000001,1.21,3.3099999,52.399284
1981,15,1,all,15-17 yrs,25,48267,16.033024,0,,1.74,.44,1.16,3.3399999,51.795223
1982,15,1,all,15-17 yrs,18,46344,16.029022,0,,1.8,.47999999,1.14,3.4200001,38.839981
1983,15,1,all,15-17 yrs,20,44941,16.017801,0,,1.87,.44,1.12,3.4300001,44.502792
1984,15,1,all,15-17 yrs,30,44518,15.990565,0,,1.65,.41,.91000003,2.97,67.388474
1985,15,1,all,15-17 yrs,29,45596,15.962672,0,,1.59,.41,.88,2.8800001,63.60207
1986,15,.74794519,all,15-17 yrs,32,46643,15.971614,0,.7390511,1.6,.44,.85000002,2.8800001,68.606224
1987,15,0,all,15-17 yrs,27,46348,16.015102,0,.71302819,1.5700001,.40000001,.75999999,2.73,58.25494
1988,15,0,all,15-17 yrs,31,44708,16.034267,0,.72696531,1.62,.44999999,.79000002,2.8599999,69.338821
1989,15,0,all,15-17 yrs,25,42867,16.020342,0,.69354838,1.54,.43000001,.79000002,2.76,58.31992
1990,15,0,all,15-17 yrs,20,41878,16.012703,0,.65799546,1.64,.40000001,.79000002,2.8399999,47.757774
1991,15,0,all,15-17 yrs,15,42208,16.010946,0,.63142443,1.5700001,.40000001,.69999999,2.6700001,35.538288
1992,15,0,all,15-17 yrs,19,43469,16.001104,0,.6129722,1.55,.38999999,.69,2.6300001,43.709309
1993,15,0,all,15-17 yrs,24,44215,15.997807,0,.59515572,1.49,.37,.64999998,2.51,54.28022
1994,15,0,all,15-17 yrs,27,45451,16.005962,0,.58029693,1.46,.38,.62,2.47,59.404633
1995,15,0,all,15-17 yrs,24,46321,15.990242,0,.56430447,1.41,.34,.56999999,2.3199999,51.812351
1996,15,0,all,15-17 yrs,25,47299,15.99649,0,.54811984,1.4,.36000001,.57999998,2.3399999,52.85524
1970,16,.30331716,all,15-17 yrs,65,46999,15.983233,0,.38659796,1.2,.1,.75,2.04,138.30081
1971,16,.29858392,all,15-17 yrs,59,48686,15.995193,0,.37037039,1.26,.25999999,.76999998,2.28,121.18474
1972,16,.47672307,all,15-17 yrs,58,49898,15.99046,0,.3588517,1.34,.27000001,.75,2.3599999,116.23712
1973,16,.65027547,all,15-17 yrs,51,50820,15.992464,0,.33783785,1.38,.25999999,.74000001,2.3800001,100.35419
1974,16,.65479797,all,15-17 yrs,78,52106,15.995279,0,.30425966,1.39,.25999999,.76999998,2.4200001,149.69485
1975,16,.65290505,all,15-17 yrs,54,53119,15.990324,0,.27881041,1.48,.25999999,.80000001,2.55,101.65854
1976,16,.65674108,all,15-17 yrs,65,54390,15.985438,0,.26362038,1.52,.27000001,.79000002,2.5799999,119.50726
1977,16,.65845138,all,15-17 yrs,63,54940,15.997834,0,.24752477,1.5,.22,.79000002,2.52,114.67055
1978,16,.65716338,all,15-17 yrs,61,54729,16.015148,0,.23006137,1.5,.25999999,.80000001,2.5599999,111.45827
1979,16,.65559626,all,15-17 yrs,58,53099,16.018099,0,.20661159,1.55,.27000001,.83999997,2.6500001,109.22993
1980,16,.66977113,all,15-17 yrs,45,50899,16.024263,0,.18203884,1.53,.30000001,.76999998,2.5999999,88.410385
1981,16,.68237406,all,15-17 yrs,48,49147,16.021935,0,.1650165,1.54,.33000001,.82999998,2.7,97.666183
1982,16,.68127412,all,15-17 yrs,48,47934,16.006216,0,.15544042,1.47,.31,.81,2.5799999,100.13769
1983,16,.68190211,all,15-17 yrs,32,47109,15.998939,0,.15060242,1.4400001,.30000001,.75999999,2.51,67.927574
1984,16,.67861539,all,15-17 yrs,57,47478,15.989216,0,.14436959,1.4,.31,.72000003,2.4300001,120.0556
1985,16,.6687569,all,15-17 yrs,34,48043,15.980102,0,.13940521,1.35,.36000001,.70999998,2.4200001,70.769936
1986,16,.66446269,all,15-17 yrs,51,49201,15.973639,0,.13686132,1.34,.38,.61000001,2.3299999,103.65643
1987,16,.55970943,all,15-17 yrs,39,48719,16.006138,0,.13204226,1.3099999,.38,.57999998,2.26,80.050903
1988,16,.23209724,all,15-17 yrs,49,47920,16.029696,0,.12679628,1.25,.36000001,.57999998,2.1800001,102.25375
1989,16,.0094188973,all,15-17 yrs,40,47184,16.002586,0,.12096775,1.23,.30000001,.56,2.0899999,84.774498
1990,16,0,all,15-17 yrs,44,48900,15.97546,0,.11476665,1.36,.33000001,.57999998,2.27,89.979553
1991,16,0,all,15-17 yrs,41,51047,15.98856,0,.11013217,1.3099999,.31999999,.56,2.1900001,80.318138
1992,16,0,all,15-17 yrs,47,54511,15.986132,0,.10691376,1.3200001,.31,.56999999,2.2,86.22113
1993,16,0,all,15-17 yrs,56,57415,15.988348,0,.10380623,1.26,.28999999,.55000001,2.1099999,97.535484
1994,16,0,all,15-17 yrs,62,61129,15.996761,0,.10121458,1.24,.34999999,.52999997,2.1199999,101.42486
1995,16,0,all,15-17 yrs,54,63598,15.991541,0,.098425202,1.15,.30000001,.52999997,1.98,84.908333
1996,16,0,all,15-17 yrs,51,65311,16.008652,0,.095602304,1.1799999,.30000001,.50999999,1.98,78.087921
1970,17,0,all,15-17 yrs,518,625458,15.979509,0,.18041238,1.21,.27000001,1.34,2.8199999,82.819313
1971,17,0,all,15-17 yrs,554,640463,15.982205,0,.17283951,1.22,.31999999,1.39,2.9200001,86.499924
1972,17,0,all,15-17 yrs,454,655932,15.977552,0,.16746412,1.21,.31,1.33,2.8499999,69.214493
1973,17,.16642416,all,15-17 yrs,563,666729,15.979548,0,.15765765,1.22,.31999999,1.35,2.8800001,84.442108
1974,17,.66378719,all,15-17 yrs,567,675634,15.993884,0,.14198783,1.27,.33000001,1.34,2.9400001,83.921173
1975,17,.65890592,all,15-17 yrs,554,676163,15.998247,0,.13011153,1.3099999,.33000001,1.35,2.99,81.932907
1976,17,.66345376,all,15-17 yrs,513,679154,15.99381,0,.12302285,1.3099999,.34,1.3,2.9400001,75.535149
1977,17,.66943389,all,15-17 yrs,547,674794,16.002733,0,.11551155,1.35,.30000001,1.22,2.8699999,81.061775
1978,17,.67110097,all,15-17 yrs,532,666532,16.01502,0,.10736197,1.38,.31,1.1900001,2.8800001,79.816124
1979,17,.66772074,all,15-17 yrs,485,647218,16.012915,0,.096418738,1.45,.33000001,1.17,2.9400001,74.936111
1980,17,0,all,15-17 yrs,432,626872,16.019112,0,.084951453,1.4299999,.33000001,1.24,3,68.913589
1981,17,0,all,15-17 yrs,424,599538,16.029526,0,.077007703,1.4299999,.34999999,1.12,2.9100001,70.721123
1982,17,0,all,15-17 yrs,352,571227,16.024639,0,.07253886,1.41,.34999999,1.0599999,2.8299999,61.621738
1983,17,0,all,15-17 yrs,329,546861,16.014198,0,.070281126,1.42,.34999999,1.03,2.8,60.161541
1984,17,0,all,15-17 yrs,291,537851,16.000595,0,.067372471,1.4,.37,1.01,2.77,54.104202
1985,17,0,all,15-17 yrs,292,536655,15.983894,0,.065055765,1.38,.37,.98000002,2.72,54.411121
1986,17,0,all,15-17 yrs,343,545708,15.9781,0,.063868612,1.4,.38999999,.89999998,2.6800001,62.854126
1987,17,0,all,15-17 yrs,333,537397,16.014633,0,.061619718,1.41,.38999999,.87,2.6600001,61.965363
1988,17,0,all,15-17 yrs,318,513272,16.048954,0,.059171595,1.42,.37,.85000002,2.6400001,61.955456
1989,17,0,all,15-17 yrs,356,480541,16.038897,0,.056451615,1.38,.34999999,.81999999,2.5599999,74.083168
1990,17,0,all,15-17 yrs,333,462894,16.018341,0,.053557768,1.4299999,.36000001,.81999999,2.6199999,71.938713
1991,17,0,all,15-17 yrs,341,460050,16.009012,0,.05139501,1.38,.34,.75999999,2.48,74.122375
1992,17,0,all,15-17 yrs,338,468401,16.000765,0,.049893085,1.34,.34999999,.74000001,2.4300001,72.160393
1993,17,0,all,15-17 yrs,370,473653,15.998337,0,.048442908,1.3200001,.34,.72000003,2.3800001,78.116257
1994,17,0,all,15-17 yrs,403,485952,16.002337,0,.04723347,1.3200001,.34,.69,2.3499999,82.93
1995,17,0,all,15-17 yrs,376,501192,15.982285,0,.04593176,1.3,.33000001,.66000003,2.29,75.021149
1996,17,0,all,15-17 yrs,371,515197,15.991672,0,.044614404,1.27,.34999999,.68000001,2.3,72.011292
1970,18,0,all,15-17 yrs,302,309971,15.982179,0,.20618556,1,.12,.69,1.8099999,97.428467
1971,18,0,all,15-17 yrs,260,314155,15.988582,0,.19753087,1.01,.13,.68000001,1.8200001,82.761696
1972,18,0,all,15-17 yrs,268,320036,15.980296,0,.19138756,1,.12,.67000002,1.8,83.740578
1973,18,0,all,15-17 yrs,309,324942,15.981594,0,.21396396,1.01,.15000001,.63,1.8,95.093895
1974,18,0,all,15-17 yrs,235,327924,15.997396,0,.19269776,1.01,.13,.73000002,1.86,71.662949
1975,18,0,all,15-17 yrs,262,324920,16.001169,0,.17657992,1.04,.15000001,.75,1.9400001,80.635231
1976,18,0,all,15-17 yrs,249,325138,15.992222,0,.16695957,1.08,.14,.75,1.98,76.582863
1977,18,0,all,15-17 yrs,268,324157,15.997656,0,.15676568,1.14,.14,.76999998,2.05,82.675987
1978,18,0,all,15-17 yrs,261,323668,16.010773,0,.14570552,1.1900001,.16,.79000002,2.1400001,80.638184
1979,18,0,all,15-17 yrs,268,319125,16.005646,0,.130854,1.23,.15000001,.79000002,2.1800001,83.97963
1980,18,0,all,15-17 yrs,224,308933,16.0149,0,.11529126,1.26,.17,.76999998,2.21,72.507629
1981,18,0,all,15-17 yrs,222,294200,16.034521,0,.12651265,1.29,.18000001,.77999997,2.25,75.45887
1982,18,0,all,15-17 yrs,158,278567,16.026966,0,.11917099,1.29,.18000001,.75999999,2.23,56.718849
1983,18,0,all,15-17 yrs,146,265042,16.017073,0,.11546185,1.27,.19,.73000002,2.1900001,55.085609
1984,18,0,all,15-17 yrs,173,260956,16.00551,0,.11068335,1.26,.20999999,.72000003,2.1900001,66.294701
1985,18,0,all,15-17 yrs,173,261359,15.985709,0,.10687733,1.25,.22,.72000003,2.1900001,66.192482
1986,18,0,all,15-17 yrs,183,267252,15.979581,0,.10492701,1.25,.23,.67000002,2.1400001,68.474701
1987,18,0,all,15-17 yrs,191,266138,16.016506,0,.10123239,1.24,.22,.67000002,2.1300001,71.767281
1988,18,0,all,15-17 yrs,217,257800,16.049709,0,.097210482,1.23,.20999999,.66000003,2.0999999,84.173775
1989,18,0,all,15-17 yrs,175,245031,16.032526,0,.092741936,1.21,.19,.63,2.04,71.419533
1990,18,0,all,15-17 yrs,166,237706,16.015881,0,.087987758,1.26,.2,.63,2.0899999,69.834167
1991,18,0,all,15-17 yrs,201,237648,16.017231,0,.084434658,1.22,.19,.60000002,2,84.578873
1992,18,0,all,15-17 yrs,175,241224,16.012722,0,.081967212,1.16,.2,.57999998,1.95,72.546677
1993,18,0,all,15-17 yrs,164,244349,16.005058,0,.079584777,1.15,.19,.63999999,1.98,67.117119
1994,18,0,all,15-17 yrs,194,251204,16.009096,0,.077597842,1.15,.2,.58999997,1.9400001,77.228073
1995,18,0,all,15-17 yrs,188,258691,15.995188,0,.075459324,1.12,.20999999,.57999998,1.91,72.673576
1996,18,0,all,15-17 yrs,188,263304,16.007561,0,.073295094,1.13,.19,.56999999,1.89,71.40036
1970,19,0,all,15-17 yrs,141,168398,15.990499,0,.30927834,1.09,.059999999,.68000001,1.83,83.730209
1971,19,0,all,15-17 yrs,157,170032,15.987784,0,.34567901,1.1,.07,.70999998,1.89,92.335564
1972,19,.4960146,all,15-17 yrs,154,171695,15.981776,0,.33492824,1.12,.079999998,.69,1.88,89.693932
1973,19,.82981455,all,15-17 yrs,178,173484,15.984431,0,.31531531,1.17,.090000004,.73000002,1.98,102.60312
1974,19,1,all,15-17 yrs,152,174591,15.991879,0,.28397566,1.25,.090000004,.75,2.0899999,87.060616
1975,19,1,all,15-17 yrs,152,175556,15.991353,0,.26022306,1.27,.090000004,.75999999,2.1300001,86.582062
1976,19,1,all,15-17 yrs,141,177350,15.986817,0,.24604569,1.28,.1,.76999998,2.1500001,79.503807
1977,19,1,all,15-17 yrs,133,176945,15.996383,0,.2310231,1.33,.1,.74000001,2.1700001,75.164597
1978,19,.9573912,all,15-17 yrs,128,173931,16.012873,0,.21472394,1.38,.11,.74000001,2.22,73.5924
1979,19,.70684743,all,15-17 yrs,141,168001,16.015364,0,.19283748,1.4,.11,.70999998,2.22,83.92807
1980,19,.67590159,all,15-17 yrs,113,159890,16.024061,0,.16990291,1.41,.13,.70999998,2.25,70.673592
1981,19,.68563974,all,15-17 yrs,97,151474,16.035702,0,.15401541,1.4400001,.13,.69,2.27,64.037392
1982,19,.68182552,all,15-17 yrs,108,142432,16.028969,0,.14507772,1.39,.13,.64999998,2.1700001,75.825661
1983,19,.68652838,all,15-17 yrs,79,135169,16.020182,0,.14056225,1.38,.13,.63999999,2.1500001,58.445354
1984,19,.69100392,all,15-17 yrs,83,132274,16.0044,0,.13474494,1.36,.12,.61000001,2.0899999,62.748539
1985,19,.68570912,all,15-17 yrs,84,131131,15.989064,0,.13011153,1.3099999,.14,.56999999,2.02,64.058083
1986,19,.66239756,all,15-17 yrs,101,130949,15.992951,0,.17335767,1.3200001,.19,.52999997,2.04,77.129265
1987,19,.38995814,all,15-17 yrs,89,126462,16.034025,0,.16725352,1.3,.20999999,.56999999,2.0799999,70.376869
1988,19,.07195916,all,15-17 yrs,72,120011,16.065144,0,.16060862,1.28,.2,.51999998,1.99,59.994499
1989,19,0,all,15-17 yrs,89,113622,16.036217,0,.15322581,1.26,.18000001,.5,1.9400001,78.329903
1990,19,0,all,15-17 yrs,57,112816,15.994345,0,.14537108,1.34,.18000001,.54000002,2.0599999,50.52475
1991,19,0,all,15-17 yrs,88,115084,15.990589,0,.13950074,1.3200001,.16,.51999998,2.01,76.465889
1992,19,0,all,15-17 yrs,64,119159,15.996509,0,.13542409,1.3099999,.13,.46000001,1.9,53.709747
1993,19,0,all,15-17 yrs,84,122583,15.990692,0,.13148789,1.28,.11,.47999999,1.87,68.525002
1994,19,0,all,15-17 yrs,86,127063,15.995703,0,.12820514,1.3,.1,.44,1.84,67.682961
1995,19,0,all,15-17 yrs,86,131814,15.986603,0,.12467192,1.26,.11,.44,1.8,65.243446
1996,19,0,all,15-17 yrs,70,135251,16.000149,0,.12109625,1.28,.12,.44999999,1.85,51.755623
1970,20,1,all,15-17 yrs,119,131644,15.979065,0,.38659796,.85000002,.090000004,.64999998,1.59,90.395309
1971,20,1,all,15-17 yrs,121,132129,15.994634,0,.37037039,.88999999,.1,.69,1.6799999,91.577171
1972,20,1,all,15-17 yrs,100,133464,15.990507,0,.3588517,.95999998,.11,.67000002,1.74,74.926575
1973,20,1,all,15-17 yrs,134,134228,15.989652,0,.33783785,.98000002,.11,.68000001,1.76,99.830139
1974,20,1,all,15-17 yrs,121,134782,16.002108,0,.30425966,1.08,.12,.70999998,1.91,89.774597
1975,20,1,all,15-17 yrs,130,134230,15.999337,0,.27881041,1.12,.12,.70999998,1.9400001,96.848694
1976,20,1,all,15-17 yrs,110,135106,15.990763,0,.26362038,1.13,.11,.69,1.9299999,81.417557
1977,20,1,all,15-17 yrs,112,134482,16.003994,0,.29702973,1.13,.1,.64999998,1.88,83.282524
1978,20,1,all,15-17 yrs,119,132425,16.017799,0,.27607363,1.14,.12,.63999999,1.89,89.862183
1979,20,1,all,15-17 yrs,83,128174,16.017078,0,.24793389,1.17,.11,.73000002,2.01,64.755722
1980,20,1,all,15-17 yrs,87,122445,16.032333,0,.21844661,1.23,.11,.62,1.96,71.052307
1981,20,1,all,15-17 yrs,84,115597,16.04385,0,.1980198,1.23,.12,.69999999,2.05,72.666245
1982,20,1,all,15-17 yrs,54,108883,16.034046,0,.1865285,1.22,.13,.67000002,2.02,49.594521
1983,20,1,all,15-17 yrs,74,104144,16.018129,0,.18072291,1.2,.13,.63999999,1.96,71.055458
1984,20,1,all,15-17 yrs,69,103026,15.99506,0,.17324351,1.1799999,.14,.63,1.95,66.973389
1985,20,.96115559,all,15-17 yrs,72,104359,15.978775,0,.16728625,1.17,.15000001,.63999999,1.96,68.992615
1986,20,.68441111,all,15-17 yrs,75,106548,15.986794,0,.16423358,1.12,.17,.58999997,1.88,70.390808
1987,20,.33957002,all,15-17 yrs,78,105382,16.024834,0,.15845071,1.12,.16,.56,1.84,74.016434
1988,20,.04102746,all,15-17 yrs,74,102124,16.044231,0,.15215553,1.11,.20999999,.56,1.88,72.46093
1989,20,0,all,15-17 yrs,81,98150,16.014997,0,.1451613,1.1,.13,.54000002,1.77,82.526741
1990,20,0,all,15-17 yrs,68,98109,15.992305,0,.13771997,1.13,.13,.52999997,1.79,69.310661
1991,20,0,all,15-17 yrs,84,100347,15.992207,0,.13215859,1.15,.14,.56999999,1.85,83.709526
1992,20,0,all,15-17 yrs,95,104628,15.991933,0,.12829651,1.09,.14,.55000001,1.78,90.797874
1993,20,0,all,15-17 yrs,88,107605,15.991859,0,.12456748,1.09,.14,.51999998,1.75,81.780586
1994,20,0,all,15-17 yrs,85,111955,15.997794,0,.12145749,1.12,.13,.47999999,1.73,75.923363
1995,20,0,all,15-17 yrs,62,116395,15.982645,0,.11811025,1.08,.15000001,.5,1.72,53.266891
1996,20,0,all,15-17 yrs,86,120719,15.996604,0,.11472277,1.05,.14,.49000001,1.6900001,71.239822
1970,21,0,all,15-17 yrs,197,192615,15.985484,0,.20618556,.93000001,.079999998,.83999997,1.86,102.27657
1971,21,0,all,15-17 yrs,206,198501,15.992604,0,.19753087,.97000003,.1,.87,1.9299999,103.77782
1972,21,0,all,15-17 yrs,206,203455,15.988577,0,.19138756,.99000001,.1,.81999999,1.91,101.25089
1973,21,0,all,15-17 yrs,220,206222,15.989923,0,.18018018,1.01,.1,.82999998,1.9299999,106.68115
1974,21,0,all,15-17 yrs,198,209301,16.00345,0,.1622718,1.01,.1,.81999999,1.92,94.600601
